
 -  09:18:22.000 - 	INFO:	  Maze sizes set --X:50, Y:20-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:31, Y:7--  is acceptable
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:7-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 Direction Return = 16
 -  09:18:23.608 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.608 - 	INFO:	  Building Down(South)
 -  09:18:23.608 - 	DEBUG2:		  Moving to:  --X:31, Y:7-- 
 -  09:18:23.608 - 	INFO:	  Tour: Position:  --X:31, Y:8-- 
 -  09:18:23.608 - 	DEBUG1:		Tour: X axis <=> Left: 30 - Right: 32
 -  09:18:23.608 - 	DEBUG1:		Tour: Y axis <=> Up: 9 - Down: 7
 -  09:18:23.608 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:8-- 
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.608 - 	INFO:	  Tour: Visiting top half
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:8-- 
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:9-- 
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:9-- 
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:9-- 
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:8-- 
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.608 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:31, Y:7-- 
 -  09:18:23.608 - 	INFO:	  	Getting Directions....
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:31, Y:8--  is acceptable
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:8-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:32, Y:7--  is acceptable
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:32, Y:7-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:31, Y:6--  is acceptable
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:6-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:30, Y:7--  is acceptable
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:30, Y:7-- 
 -  09:18:23.608 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:23.608 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.608 - 	INFO:	  Building Right(East)
 -  09:18:23.608 - 	DEBUG2:		  Moving to:  --X:32, Y:7-- 
 -  09:18:23.608 - 	INFO:	  Tour: Position:  --X:31, Y:7-- 
 -  09:18:23.608 - 	DEBUG1:		Tour: X axis <=> Left: 30 - Right: 32
 -  09:18:23.608 - 	DEBUG1:		Tour: Y axis <=> Up: 8 - Down: 6
 -  09:18:23.608 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:7-- 
 -  09:18:23.608 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.608 - 	INFO:	  Tour: Visiting left half
 -  09:18:23.608 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:6-- 
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:32, Y:7-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:33, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:31, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Right(East)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:33, Y:7-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:32, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 31 - Right: 33
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 8 - Down: 6
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting left half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:6-- 
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:33, Y:7-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:33, Y:8--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:8-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:34, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:33, Y:6--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:32, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:32, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Down(South)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:33, Y:6-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:33, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 32 - Right: 34
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 8 - Down: 6
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting top half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:33, Y:6-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:33, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:33, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:33, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 16
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Down(South)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:33, Y:5-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 32 - Right: 34
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 7 - Down: 5
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting top half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:33, Y:5-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:33, Y:6--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:34, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:33, Y:4--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:33, Y:4-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:32, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:32, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Right(East)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:34, Y:5-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:33, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 32 - Right: 34
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting left half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:4-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:4-- 
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:34, Y:5-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:35, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:33, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:33, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Right(East)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:35, Y:5-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 33 - Right: 35
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting left half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:4-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:4-- 
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:5-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:6--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:36, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:36, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:4--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:4-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:34, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 5
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Up(North)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:35, Y:6-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:35, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting bottom half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:4-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:4-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:4-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:6-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:5--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:5-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 1
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Up(North)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:35, Y:7-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:35, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 7 - Down: 5
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting bottom half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:5-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:7-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:8--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:8-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:36, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:36, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:6--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:6-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:34, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 5
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Up(North)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:35, Y:8-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:35, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 8 - Down: 6
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting bottom half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:6-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:8-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:9--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:9-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:7--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:7-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 Direction Return = 1
 -  09:18:23.624 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.624 - 	INFO:	  Building Up(North)
 -  09:18:23.624 - 	DEBUG2:		  Moving to:  --X:35, Y:9-- 
 -  09:18:23.624 - 	INFO:	  Tour: Position:  --X:35, Y:8-- 
 -  09:18:23.624 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:23.624 - 	DEBUG1:		Tour: Y axis <=> Up: 9 - Down: 7
 -  09:18:23.624 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.624 - 	INFO:	  Tour: Visiting bottom half
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:8-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:7-- 
 -  09:18:23.624 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:8-- 
 -  09:18:23.624 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:9-- 
 -  09:18:23.624 - 	INFO:	  	Getting Directions....
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:10--  is acceptable
 -  09:18:23.624 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:10-- 
 -  09:18:23.624 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:36, Y:9--  is acceptable
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:36, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:8--  is acceptable
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:8-- 
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:34, Y:9--  is acceptable
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:34, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.639 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.639 - 	INFO:	  Building Left(West)
 -  09:18:23.639 - 	DEBUG2:		  Moving to:  --X:34, Y:9-- 
 -  09:18:23.639 - 	INFO:	  Tour: Position:  --X:35, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:23.639 - 	DEBUG1:		Tour: Y axis <=> Up: 10 - Down: 8
 -  09:18:23.639 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:9-- 
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.639 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:10-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:10-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:9-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:8-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:8-- 
 -  09:18:23.639 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:34, Y:9-- 
 -  09:18:23.639 - 	INFO:	  	Getting Directions....
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:35, Y:9--  is acceptable
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:33, Y:9--  is acceptable
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Get Direction:	 Direction Return = 64
 -  09:18:23.639 - 	INFO:	  Build Path: Choosing direction
 -  09:18:23.639 - 	INFO:	  Building Left(West)
 -  09:18:23.639 - 	DEBUG2:		  Moving to:  --X:33, Y:9-- 
 -  09:18:23.639 - 	INFO:	  Tour: Position:  --X:34, Y:9-- 
 -  09:18:23.639 - 	DEBUG1:		Tour: X axis <=> Left: 33 - Right: 35
 -  09:18:23.639 - 	DEBUG1:		Tour: Y axis <=> Up: 10 - Down: 8
 -  09:18:23.639 - 	INFO:	  Marking LAST cell as visited
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:9-- 
 -  09:18:23.639 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:23.639 - 	INFO:	  Tour: Visiting right half
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:10-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:10-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:9-- 
 -  09:18:23.639 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:8-- 
